year,problem,paper,evidence_type,section,category,page,line,confidence,model_chain,writing_feature,source_text,snippet,original_position
2022,A,A171,section_heading,模型检验,模型检验,3,7,0.894796,微分方程@p1 -> 龙格库塔@p1 -> 0-1@p14 -> VAR@p42 -> ODE@p42,连接词=首先:5、进一步:3、由此:1、验证:8、为了:2、因此:11；页行中位数=32；段落候选中位数=1；图表候选=10；公式行候选=736；标题候选=112,此需要对其进行误差分析，证明其可靠性。,分方程的数值解法，警如龙格一库塔法。数值解法是通用的解法，因此还可以应 / 用在问题二的优化模型中。但是数值解法是近似的，可能与解析解存在误差，因 / 此需要对其进行误差分析，证明其可靠性。 / 2.2对问题二的分析 / 同题二是一个优化问题，要求求阻尼器的最天功率。阻尼器的瞬时功率可以,2022/A171.pdf#page=3:line=7
2022,A,A171,section_heading,模型评价,模型评价,22,1,0.964143,微分方程@p1 -> 龙格库塔@p1 -> 0-1@p14 -> VAR@p42 -> ODE@p42,连接词=首先:5、进一步:3、由此:1、验证:8、为了:2、因此:11；页行中位数=32；段落候选中位数=1；图表候选=10；公式行候选=736；标题候选=112,七 、 模型 的 评价 与 推广,七 、 模型 的 评价 与 推广 / 6.1 模型 的 优点 / 1. 本 文 在 清楚 地 分 析 了 整个 物理 过 程 的 基础 上 ， 以 通过 受 力 分 析 得 到 的 力学 微,2022/A171.pdf#page=22:line=1
2022,A,A171,section_heading,改进方案,改进方案,22,16,0.932616,微分方程@p1 -> 龙格库塔@p1 -> 0-1@p14 -> VAR@p42 -> ODE@p42,连接词=首先:5、进一步:3、由此:1、验证:8、为了:2、因此:11；页行中位数=32；段落候选中位数=1；图表候选=10；公式行候选=736；标题候选=112,本 题 模 型 只 考虑 了 垂 荡 和 纵 扬 ， 若 需要 进一步 改进 模型 ， 可 以 将 波浪 能 装置,"过 强 ， 实 际 求解 得 到 的 角 位 移 略 微 偏 大 ， 说 明 模 型 具有 一 定 的 误差 。 / 6.3 模型 的 推广 / 本 题 模 型 只 考虑 了 垂 荡 和 纵 扬 ， 若 需要 进一步 改进 模型 ， 可 以 将 波浪 能 装置 / AE AAG. BOG. He. BUS. BUS. AAT ARE”, EMS / 地 分 析 装 置 的 运动 情况 与 输出 功率 。",2022/A171.pdf#page=22:line=16
2022,A,A171,section_heading,参考文献,参考文献,22,19,0.928632,微分方程@p1 -> 龙格库塔@p1 -> 0-1@p14 -> VAR@p42 -> ODE@p42,连接词=首先:5、进一步:3、由此:1、验证:8、为了:2、因此:11；页行中位数=32；段落候选中位数=1；图表候选=10；公式行候选=736；标题候选=112,八 、 参考 文献,"AE AAG. BOG. He. BUS. BUS. AAT ARE”, EMS / 地 分 析 装 置 的 运动 情况 与 输出 功率 。 / 八 、 参考 文献 / [1] RBA. 振荡 浮子 式 波浪 发 电 系 统 的 功率 控制 [D], 华南 理工 大 学 ,2019. / D0I: 10. 27151/d. enki. ghnlu. 2019. 001731.",2022/A171.pdf#page=22:line=19
2022,B,B030,paper_overview,,论文总览,1,1,0.920799,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,无人机遂行编队飞行中的纯方位无源定位,无人机遂行编队飞行中的纯方位无源定位 / 摘要 / 本文主要主要研究无人机纯方位无源定位，建立定位模型和调整方案模型完,2022/B030.pdf#page=1:line=1
2022,B,B030,section_heading,摘要,摘要,1,2,0.513486,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,摘要,无人机遂行编队飞行中的纯方位无源定位 / 摘要 / 本文主要主要研究无人机纯方位无源定位，建立定位模型和调整方案模型完 / 成有效定位被动接收信号无人机以及进行纯方位无源定位调整工作。,2022/B030.pdf#page=1:line=2
2022,B,B030,section_heading,问题重述,问题重述,2,1,0.787438,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,一、问题重述,一、问题重述 / 1.1问题背景 / 无人机集群遂行编队飞行，为避免外界干扰，将尽可能减少向外发射电磁波,2022/B030.pdf#page=2:line=1
2022,B,B030,section_heading,问题分析,问题分析,3,15,0.818245,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,二、问题分析,FY15 / 图1-3锥形无人机编队示意图 / 二、问题分析 / 2.1问题一（1）的分析 / 问题一首先根据无偏差的位置坐标确定圆周上两架发射信号无人机与单架,2022/B030.pdf#page=3:line=15
2022,B,B030,section_heading,模型假设,模型假设,1,10,0.945209,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,假设条件下，确定位置编号发射信号无人机的相对位置，再推断其准确标号。随,上被动接收无人机的实际坐标，输出图解结果，发现定位效果良好，模型合理。 / 针对问题一（2），在无人机知道自身编号与其余无人机的相对位置关系的 / 假设条件下，确定位置编号发射信号无人机的相对位置，再推断其准确标号。随 / 后结合问题一（1）定位模型计算被动接受无人机坐标，确定定位是否有效。利 / 号就能够有效定位接受信号无人机位置。,2022/B030.pdf#page=1:line=10
2022,B,B030,section_heading,符号说明,符号说明,4,21,0.835563,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,四、符号说明,2、假设忽略被动接受无人机处理信号的时间。 / 3、假设每架无人机知道自身编号以及相对位置关系。 / 四、符号说明 / 含义 / 符号,2022/B030.pdf#page=4:line=21
2022,B,B030,section_heading,模型建立,模型建立,5,12,0.855448,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,五、问题一（1）模型的建立与求解,表示无人机FYOi与FYOO发出的无偏角度信息 / 注：其他符号将在下文中给出具体说明。 / 五、问题一（1）模型的建立与求解 / 5.1相对位置关系的确立 / 根据无人机圆形编队的特性，以圆心无人机FY00为原点建立极坐标系，则,2022/B030.pdf#page=5:line=12
2022,B,B030,section_heading,模型求解,模型求解,1,18,0.934713,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,每一步骤都对应各自独立的调整模型，模型求解利用送代算法进行。通过输出调,位模型，调节余下无人机的角度坐标，使之接近理想相对位置，输出角度调节量； / 步骤三：同步骤二参照基准，建立几何关系模型，调节余下无人机的长度坐标。 / 每一步骤都对应各自独立的调整模型，模型求解利用送代算法进行。通过输出调 / 整后的坐标位置信息，对比初始位置信息确认此方案模型可行、实用。 / 针对问题二，将锥形编队分解成多个同心圆的圆形编队，利用问题一（3）,2022/B030.pdf#page=1:line=18
2022,B,B030,section_heading,结果分析,结果分析,11,12,0.942546,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,5.4 问题 一 (1) 的 结果 分 析,"应 定位 模型 计算 无 人 机 大 的 实际 坐标 可 能 ; / Step4: 记录 所 得 全 部 结果 , 并 绘图 输出 结果 , 作为 本 文 所 给 定位 模型 的 求解 。 / 5.4 问题 一 (1) 的 结果 分 析 / 遍历 结果 如 下 图 5-4 Bias: / 5-4 全 局 定位 结果 展示 图",2022/B030.pdf#page=11:line=12
2022,B,B030,section_heading,模型评价,模型评价,25,23,0.965311,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,九 、 模 型 评价 与 推广,A 4 / 长 度 坐 标 p 根据 正弦 定理 根据 角度 坐标 的 确定 而 确定 。 / 九 、 模 型 评价 与 推广 / 9.1 模型 评价 / 9.1.1 模型 优点,2022/B030.pdf#page=25:line=23
2022,B,B030,section_heading,参考文献,参考文献,26,11,0.826268,遗传算法@p26 -> ODE@p27,连接词=首先:5、进一步:1、可知:1、说明:2、从而:1；页行中位数=30.0；段落候选中位数=6.5；图表候选=15；公式行候选=323；标题候选=54,十、参考文献,"调节方案模型虽假定了至少存在三架飞机在同一半径的圆周上，使得某些编 / 队分布的情况不适用于此模型，但模型的思路是分析调整方案的有效渠道之一。 / 十、参考文献 / [1]范娣娥,李德毅,彭冬亮,郭云飞.基于遗传算法的单站无源纯方位定位算法[].计 / 算机仿真,2007(06):168-170+295.",2022/B030.pdf#page=26:line=11
2022,B,B035,paper_overview,,论文总览,1,1,0.885908,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,基于计算几何与带阈值启发式搜索的无人机无源定位模型,基于计算几何与带阈值启发式搜索的无人机无源定位模型 / 摘要 / 针对无人机遂行编队飞行中的纯方位无源定位问题，本文从相关理论入手，分析了问,2022/B035.pdf#page=1:line=1
2022,B,B035,section_heading,摘要,摘要,1,2,0.663152,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,摘要,基于计算几何与带阈值启发式搜索的无人机无源定位模型 / 摘要 / 针对无人机遂行编队飞行中的纯方位无源定位问题，本文从相关理论入手，分析了问 / 题的几何特征，给出了在一定误差下具有实践价值的纯方位无源定位方式，并根据编队的,2022/B035.pdf#page=1:line=2
2022,B,B035,section_heading,问题重述,问题重述,2,12,0.853193,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,1.2问题重述,自已的坐标。当一架无人机在一个无人机的队列中，可以通过其他无人机发送的电磁信号 / 计算出自己的相对位置，从而找出自已的调整策略，使无人机队列趋向于整齐化。 / 1.2问题重述 / 在该问题中，某架无人机可以接收到其余多架无人机的电磁信号，可以得到两架无人 / 机发射的信号之间的夹角，应用这一个条件求解以下问题。,2022/B035.pdf#page=2:line=12
2022,B,B035,section_heading,问题分析,问题分析,3,2,0.81071,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,二问题分析,基于计算几何与带属值启发式搜索的无人机无源定位模型 / 二问题分析 / 2.1问题一分析 / 2.1.1三架无人机无源定位,2022/B035.pdf#page=3:line=2
2022,B,B035,section_heading,模型假设,模型假设,4,13,0.831634,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,三模型假设,序，这样接收信号无人机只需通过当前是第几次信号传输就可以推出发射信号的无人机编 / 号，进而用与问题一相同的方法来实现精确定位以及调整。 / 三模型假设 / 为了建立更精确的数学模型，本文根据实际情况建立了一些合理的假设以及条件约束。 / 具体的假设如下所示。,2022/B035.pdf#page=4:line=13
2022,B,B035,section_heading,符号说明,符号说明,5,2,0.929972,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,Bl: 本 文 主要 涉及 的 符号 说 明,基于 计算 几何 与 带 阔 值 启发 式 搜索 的 无 人 机 无 源 定位 模型 5 / Bl: 本 文 主要 涉及 的 符号 说 明 / 符号 符 导 含义 及 说 明 / FYOX ”位 于 圆周 上 第 X 架 无 人 机 的 编号,2022/B035.pdf#page=5:line=2
2022,B,B035,section_heading,模型建立,模型建立,5,13,0.94329,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,五 ”模型 的 建立 与 求解,"Rox VA ry WEBER BEATZ. VA exe 对 应 角 为 圆周 角 组 成 的 圆 的 半径 / (rox,yaox) 以 rx 对 应 线段 为 弦 ， 以 ax 对 应 角 为 圆周 角 组 成 的 圆 的 圆心 坐标 / 五 ”模型 的 建立 与 求解 / 5.1 问题 一 一 一 三 架 无 人 机 无 源 定位 / s.1.1 定位 模型 的 建立",2022/B035.pdf#page=5:line=13
2022,B,B035,section_heading,模型检验,模型检验,1,14,0.917227,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,发射信号即可实现无人机有效定位。此外，我们还进行了严格的误差分析，严谨论证了信,对于第一题第二小问，我们根据具体量化的误差范围展开分类讨论。讨论得出，在极 / 径误差不超过15m，极角误差不超过1°的情况下，除FY00和FY01外，只需1架无人机 / 发射信号即可实现无人机有效定位。此外，我们还进行了严格的误差分析，严谨论证了信 / 号接收与解码的可行性。 / 对于第一题第三小问，考虑到深度优先瘦索的效率间题与贪心算法的短视性，我们在,2022/B035.pdf#page=1:line=14
2022,B,B035,section_heading,模型评价,模型评价,22,19,0.927244,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,六 ”模型 优 缺 点,有 一 定 的 随机 性 ， 但 总 体 趋势 符合 ) 在 约 60 次 调整 之 后 ，Sm 以 内 的 初始 误差 均 可 以 收敛 / 到 较 高 的 精度 。 / 六 ”模型 优 缺 点 / 6.1 模型 的 优点 / 。 首 先 对 于 无 人 机 的 位 置 调 节 ， 要 具有 时 效 性 ， 我 们 的 模型 可 以 快速 解 出 无 人 机 需要 移,2022/B035.pdf#page=22:line=19
2022,B,B035,section_heading,参考文献,参考文献,23,13,0.965684,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,参考 文献,"© 问题 二 只 考虑 了 一 种 基准 点 选择 的 方法 ， 存 在 局 限 性 ， 无 法 全 面 地 找 出 调整 方案 的 最 / 优 解 。 / 参考 文献 / (1) 徐 减 , 黄 大 庆 .“ 无 人 机 光电 侦 测 平台 目标 定位 误差 分 析 .” 仪 器 仪表 学 报 / 34.10(C2013):2265-2270. doi:10,19650/j.cnki.cjsi.2013,10.016.",2022/B035.pdf#page=23:line=13
2022,B,B035,section_heading,附录,附录,20,5,0.958441,ODE@p23,连接词=首先:3、可知:1、说明:1、为了:2、从而:1、因此:5；页行中位数=30；段落候选中位数=5；图表候选=17；公式行候选=222；标题候选=35,"通过 这 个 决策 方案 ,我们 在 每 次 决策 结束 后 的 每 架 无 人 机 的 家 坐标 呈现 在 附录 A 中 。","实际 应 用 中 , 我 们 无 需 这 么 高 的 精度 ， 所 以 我 们 只 需要 前 5 轮 的 无 人 机 信号 发 射 策略 ， / 一 共 发 射 了 16 次 电磁 信号 ， 补 大 降低 了 外 界 的 于 扰 。 / 通过 这 个 决策 方案 ,我们 在 每 次 决策 结束 后 的 每 架 无 人 机 的 家 坐标 呈现 在 附录 A 中 。 / 图 16 展 现 的 是 九 架 无 人 机 分 别 到 预期 位 置 的 距离 ， 随 调整 次 数 的 增加 而 变化 的 曲线 图 。 其 / 中 第 一 相 图 是 FY01， 我 们 取 的 是 无 人 机 到 其 预期 点 的 距离 作为 了 纵 坐标 ， 其 余 八 张 图 的",2022/B035.pdf#page=20:line=5
2022,B,B086,paper_overview,,论文总览,1,1,0.911995,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,基于局部最优模型的无人机位置调整策略与仿真定位,基于局部最优模型的无人机位置调整策略与仿真定位 / 摘要 / 纯方位无源定位即用被动式探测设备接收辐射源的方位信号并进行定位，设备,2022/B086.pdf#page=1:line=1
2022,B,B086,section_heading,摘要,摘要,1,2,0.665578,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,摘要,基于局部最优模型的无人机位置调整策略与仿真定位 / 摘要 / 纯方位无源定位即用被动式探测设备接收辐射源的方位信号并进行定位，设备 / 本身不发出任何电磁信号，对无人机遂行编队飞行的位置调整及阵型保持具有重要,2022/B086.pdf#page=1:line=2
2022,B,B086,section_heading,问题重述,问题重述,2,1,0.819785,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,一、问题重述,一、问题重述 / 1.1问题背景 / 相较于有源（主动）传感器不仅发射信号，还接收从目标返回的信号的特点，,2022/B086.pdf#page=2:line=1
2022,B,B086,section_heading,问题分析,问题分析,2,27,0.802478,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,二、问题分析,的方向信息调整到理想位置，使得9架无人机最终均匀分布在某个圆周上。 / 问题四：锥形编队中，考虑纯方位无源定位的情形，设计无人机位置调整方案。 / 二、问题分析 / 2.1问题一的分析 / 该问本质上是一个方程问题。由于已知位置的三架无人机位置无偏差，故可建,2022/B086.pdf#page=2:line=27
2022,B,B086,section_heading,模型假设,模型假设,4,1,0.823853,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,三、模型假设,三、模型假设 / 3.1假设无人机间信息不共享 / 接收信号的无人机是被动接收的，不能发射电磁波信号，故无人机间的信息,2022/B086.pdf#page=4:line=1
2022,B,B086,section_heading,符号说明,符号说明,4,24,0.851007,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,四、符号说明,所以我们认为，当无人机群构成的九边形与正九边形误差小于一定值时，即认为无 / 人机群构成正九边形。 / 四、符号说明 / 符号 / 说明,2022/B086.pdf#page=4:line=24
2022,B,B086,section_heading,模型建立,模型建立,5,7,0.962233,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,五 、 模型 的 建立 与 求解,"€ 最 小 值 平 面 化 检验 函数 / (Ri Bi) BA, AD / 五 、 模型 的 建立 与 求解 / 5. 1 问题 一 : 被 动 接受 信号 无 人 机 的 定位 调整 模型 / 根据 题 意 将 该 问题 分 为 两 个 步骤 。 首 先 在 极 坐标 下 建立 方程 ， 分 两 种 情况 讨论",2022/B086.pdf#page=5:line=7
2022,B,B086,section_heading,模型求解,模型求解,6,12,0.966339,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,5.1.2 被 动机 定位 模型 的 求解,"a / sina, sin(a,+|y—94) / 5.1.2 被 动机 定位 模型 的 求解 / 两 式 相 除 ， 得 / sina, sin(oaz 十 |2 一 加 )",2022/B086.pdf#page=6:line=12
2022,B,B086,section_heading,结果分析,结果分析,17,8,0.888502,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,对题目中已给的原始坐标的调整方案求解结果如下：,"AO与边BO的的夹角，Idealo表示无人机u,0发射信号u接收方向信息的理想值。 / 方案一选取三架无人机，取三个值；而方案二选取两架无人机，取两个值。 / 对题目中已给的原始坐标的调整方案求解结果如下： / 通过方案一（每次选取圆周上三个无人机发射信号）与方案二（每次选取圆周 / 上上两个无人机发射信号）调整完后的无人机极坐标对比见表4：",2022/B086.pdf#page=17:line=8
2022,B,B086,section_heading,模型检验,模型检验,1,39,0.922891,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,态分布的微小扰动。取十组数据集进行全局误差分析。结果表明误差值随着循环次,的优劣性。平面化检验函数值由3.893降至0.206，降低了94.7%，准确性良好。 / 本文最后进行了无人机调整模型的灵敏性分析，对飞行阵列的精确点进行服从正 / 态分布的微小扰动。取十组数据集进行全局误差分析。结果表明误差值随着循环次 / 数迅速下降并收敛10-7~105，可见局部优化模型具有良好的鲁棒性。 / 关键词：局部最优调整贪心策略微小量仿真儿何关系三维平面拟合,2022/B086.pdf#page=1:line=39
2022,B,B086,section_heading,模型评价,模型评价,25,22,0.929978,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,七 、 模型 的 评价 、 改 进 与 推广,"模型 对 于 一 定 范围 内 的 扰动 显示 出 较 好 的 稳定 性 。 因 此 ， 局 部 优化 模型 具有 良好 的 / BSE. / 七 、 模型 的 评价 、 改 进 与 推广 / 7. 1 模型 的 优点 / 1， 对 于 问题 一 第 二 问 ， 通 过 严格 的 数学 证 明了 在 模型 假设 3.4 REL, NM",2022/B086.pdf#page=25:line=22
2022,B,B086,section_heading,参考文献,参考文献,26,4,0.903907,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,八 、 参 考 文 献,本 文 将 无 人 机 抽象 为 几何 点 ， 实 际 上 并 没有 用 到 关于 无 人 机 的 任何 特性 。 据 此 ， / 宇宙 飞船 定位 、 船 只 定位 等 均 可 以 沿用 本 论文 中 的 模型 。 / 八 、 参 考 文 献 / (1). 微小 型 四 旋翼 无 人 直升机 建 模 及 控制 方法 研究 [D]. 国 防 科学 技术 大 / 学 .2006.,2022/B086.pdf#page=26:line=4
2022,B,B086,section_heading,附录,附录,27,1,0.966497,0-1@p10,连接词=首先:7、其次:5、可知:1、表明:1、说明:2、验证:3、为了:5、从而:3、因此:4；页行中位数=35.5；段落候选中位数=9.0；图表候选=29；公式行候选=169；标题候选=82,附录,附录 / BAAR: 由 于 每 个 功能 代码 过 长 ， 附 录 3-5 只 放 了 部 分 核心 代码 。 / T1-3 预 处 理 是 对 表 中 数据 预 处 理 部 分 的 代码 ， 以 及 飞机 前 后 位 置 对 比 图,2022/B086.pdf#page=27:line=1
2022,C,C155,paper_overview,,论文总览,1,1,0.895978,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,基于成分数据的古代玻璃制品的成分分析与鉴别,基于成分数据的古代玻璃制品的成分分析与鉴别 / 摘要 / 针对问题一，本文首先对数据进行预处理，对表单2中的无效数据采取剔除处理，,2022/C155.pdf#page=1:line=1
2022,C,C155,section_heading,摘要,摘要,1,2,0.537008,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,摘要,基于成分数据的古代玻璃制品的成分分析与鉴别 / 摘要 / 针对问题一，本文首先对数据进行预处理，对表单2中的无效数据采取剔除处理， / 并将化学成分含量数据转化为完关成分数据（定和为1），再采用中心化对数比变换方,2022/C155.pdf#page=1:line=2
2022,C,C155,section_heading,问题重述,问题重述,2,1,0.817695,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,一、问题重述,一、问题重述 / 1.1问题背景 / 玻璃为丝绸之路早期贸易交流的重要物证，其要化学成分为SiO2。而纯石英砂,2022/C155.pdf#page=2:line=1
2022,C,C155,section_heading,问题分析,问题分析,3,18,0.847167,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,四、问题分析,中位数 / 表示采样点X：与X，之问的距离 / 四、问题分析 / 4.1问题一 / 针对间题一，第一小间要分析玻璃文物表面风化和颜色、玻璃类型以及纹饰的关,2022/C155.pdf#page=3:line=18
2022,C,C155,section_heading,符号说明,符号说明,3,1,0.856442,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,三、符号说明,三、符号说明 / 符号 / 意义,2022/C155.pdf#page=3:line=1
2022,C,C155,section_heading,模型建立,模型建立,2,12,0.90861,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,品的卡要化学成分比。根据附件数据相关信息建立模型，解决以下四个间题：,考古.工作者根据对玻璃样品的检测以及文物的化学成分将现有古代一批玻璃制品 / 划分为铅锁玻璃及高钟玻璃，其中附件表单1为文物的分类情况，表单2为组成玻璃样 / 品的卡要化学成分比。根据附件数据相关信息建立模型，解决以下四个间题： / 针对间题一：分析玻璃文物表面风化和颜色、玻璃类型以及纹饰的关系；根据玻璃 / 类型，播迷绕计文物表面无风化以及有风化成分含量的规律，依据风化点检测数据来预,2022/C155.pdf#page=2:line=12
2022,C,C155,section_heading,结果分析,结果分析,1,16,0.894791,聚类@p1 -> 灰色关联@p1 -> 回归@p3 -> VAR@p8 -> 灰色预测@p35,连接词=首先:6、其次:2、进一步:1、可知:10、表明:3、说明:7、验证:2、相比:2、为了:3、因此:16；页行中位数=34；段落候选中位数=6；图表候选=34；公式行候选=228；标题候选=113,学进行分类，采用决策树法对数据进行分类，求解结果发现该模型在精确率、召回率、,变换的成分数据预测模型，可以使预测结果保证各化学成分累计和为100%。 / 针对问题二，第一小间要求分析铅锁玻璃以及高钾玻璃的分类规律，本文引入监督 / 学进行分类，采用决策树法对数据进行分类，求解结果发现该模型在精确率、召回率、 / 维确率以及F1系数上均为1，说明模型性能良好。第二小间要求对不同的玻璃类型选 / 择适合的化学成分进行业类分类，本文利用R型聚类法得到的特征变量为基础进行Q,2022/C155.pdf#page=1:line=16
